 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  24.12.2021    Time:  14: 7:36
 Units: L = cm   , T = hours, M = mmol 


    n      depth     THr       THs       hs       Ks        Ks/KsTop     Beta      Ah        AK        ATh
  901     18.00     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  902     18.02     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  903     18.04     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  904     18.06     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  905     18.08     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  906     18.10     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  907     18.12     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  908     18.14     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  909     18.16     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  910     18.18     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  911     18.20     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  912     18.22     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  913     18.24     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  914     18.26     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  915     18.28     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  916     18.30     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  917     18.32     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  918     18.34     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  919     18.36     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  920     18.38     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  921     18.40     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  922     18.42     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  923     18.44     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  924     18.46     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  925     18.48     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  926     18.50     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  927     18.52     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  928     18.54     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  929     18.56     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  930     18.58     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  931     18.60     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  932     18.62     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  933     18.64     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  934     18.66     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  935     18.68     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  936     18.70     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  937     18.72     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  938     18.74     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  939     18.76     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  940     18.78     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  941     18.80     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  942     18.82     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  943     18.84     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  944     18.86     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  945     18.88     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  946     18.90     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  947     18.92     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  948     18.94     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  949     18.96     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  950     18.98     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  951     19.00     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  952     19.02     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  953     19.04     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  954     19.06     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  955     19.08     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  956     19.10     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  957     19.12     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  958     19.14     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  959     19.16     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  960     19.18     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  961     19.20     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  962     19.22     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  963     19.24     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  964     19.26     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  965     19.28     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  966     19.30     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  967     19.32     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  968     19.34     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  969     19.36     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  970     19.38     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  971     19.40     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  972     19.42     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  973     19.44     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  974     19.46     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  975     19.48     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  976     19.50     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  977     19.52     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  978     19.54     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  979     19.56     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  980     19.58     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  981     19.60     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  982     19.62     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  983     19.64     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  984     19.66     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  985     19.68     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  986     19.70     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  987     19.72     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  988     19.74     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  989     19.76     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  990     19.78     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  991     19.80     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  992     19.82     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  993     19.84     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  994     19.86     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  995     19.88     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  996     19.90     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  997     19.92     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  998     19.94     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
  999     19.96     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
 1000     19.98     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
 1001     20.00     0.065     0.410       0.0   0.442E+01     4.251     0.000     1.000     1.000     1.000
end
